Game Number,Deal Number,Player Number,Team Number,Play Style,Tricks Won,Games Won,Trump in Hand,Bowers in Hand,Suits in Hand,Aces in Hand,Trick 1 Play 1s,Average Rank,Craig Score,Ryan Score,Probability Score,Average Rank Pred,Ryan Pred,Probability Pred,Gradient Pred,Regression Pred,Card 1 Rank,Card 2 Rank,Card 3 Rank,Card 4 Rank,Card 5 Rank
232,1,4,2,STANDARD,1,0,3,0,3,0,0,11.8,1.25,0.411,0.263,1.271,2.055,1.315,2.427,2.0,5,6,7,19,22
232,2,1,1,STANDARD,1,1,2,0,4,2,0,8.8,0.75,0.432,0.376,1.705,2.16,1.88,1.877,2.0,5,7,8,8,16
232,2,2,2,STANDARD,2,0,2,1,3,0,0,9.0,1,0.515,0.362,1.667,2.575,1.81,1.736,2.0,1,3,11,13,17
232,2,3,1,STANDARD,1,1,1,1,3,1,1,13.8,1.75,0.338,0.263,1.087,1.69,1.315,1.506,1.0,2,10,11,22,24
232,2,4,2,STANDARD,1,0,2,0,4,0,0,12.8,0,0.273,0.187,1.172,1.365,0.935,1.315,1.0,4,6,14,19,21
232,3,1,1,STANDARD,0,1,1,0,4,2,0,9.8,0.75,0.359,0.319,1.531,1.795,1.595,1.153,1.0,3,8,10,14,14
232,3,2,2,STANDARD,3,0,3,2,2,0,0,8.2,3.25,0.75,0.513,1.829,3.75,2.565,2.849,3.0,1,2,5,11,22
232,3,3,1,STANDARD,0,1,0,0,3,0,0,17.0,0,0.055,0.025,0.882,0.275,0.125,0.098,0.0,13,17,17,19,19
232,3,4,2,STANDARD,2,0,3,0,3,1,1,8.2,2.0,0.534,0.372,1.829,2.67,1.86,2.427,2.0,4,6,7,8,16
232,4,1,1,STANDARD,3,1,2,2,4,1,1,9.8,1.75,0.478,0.487,1.531,2.39,2.435,2.23,2.0,1,2,10,17,19
232,4,2,2,STANDARD,0,0,2,0,4,0,0,10.6,0,0.314,0.208,1.415,1.57,1.04,1.315,1.0,5,7,11,13,17
232,4,3,1,STANDARD,0,1,0,0,2,0,0,16.0,1,0.106,0.042,0.938,0.53,0.21,0.098,0.0,11,14,14,19,22
232,4,4,2,STANDARD,2,0,2,0,3,2,0,9.4,0.75,0.513,0.406,1.596,2.565,2.03,1.877,2.0,3,6,8,8,22
232,5,1,1,STANDARD,0,1,1,0,3,0,0,15.8,0,0.216,0.119,0.949,1.08,0.595,0.098,0.0,4,13,17,21,24
232,5,2,2,STANDARD,0,0,1,1,3,1,1,12.4,1.75,0.374,0.285,1.21,1.87,1.425,1.506,1.0,2,8,11,19,22
232,5,3,1,STANDARD,3,1,3,1,3,0,0,7.8,2.25,0.614,0.415,1.923,3.07,2.075,2.849,3.0,1,3,5,14,16
232,5,4,2,STANDARD,2,0,0,0,3,2,0,14.0,0.75,0.224,0.215,1.071,1.12,1.075,1.153,1.0,8,10,11,19,22
232,6,1,1,STANDARD,0,1,1,0,3,0,0,14.8,0,0.215,0.108,1.014,1.075,0.54,0.098,0.0,6,13,14,17,24
232,6,2,2,STANDARD,0,0,1,1,3,2,0,11.4,1.75,0.397,0.345,1.316,1.985,1.725,1.506,2.0,2,8,10,16,21
232,6,3,1,STANDARD,1,1,2,1,3,0,1,12.2,1,0.411,0.297,1.23,2.055,1.485,1.736,2.0,1,5,14,19,22
232,6,4,2,STANDARD,4,0,2,0,2,0,0,12.0,1,0.454,0.222,1.25,2.27,1.11,1.315,1.0,3,7,11,17,22
232,7,1,1,STANDARD,1,1,1,0,3,1,0,12.8,0.75,0.312,0.213,1.172,1.56,1.065,0.591,1.0,6,8,11,17,22
232,7,2,2,STANDARD,0,0,1,0,3,0,0,15.0,0,0.202,0.101,1.0,1.01,0.505,0.098,0.0,5,14,16,19,21
232,7,3,1,STANDARD,2,1,3,0,3,1,0,8.2,2.0,0.545,0.396,1.829,2.725,1.98,2.427,2.0,3,4,7,10,17
232,7,4,2,STANDARD,2,0,2,2,3,0,1,11.0,1,0.507,0.428,1.364,2.535,2.14,1.736,2.0,1,2,11,19,22
232,8,1,1,STANDARD,2,1,2,0,3,1,1,10.8,0.75,0.413,0.302,1.389,2.065,1.51,1.315,1.0,3,7,8,17,19
232,8,2,2,STANDARD,1,0,1,1,4,1,0,11.2,1.75,0.345,0.318,1.339,1.725,1.59,1.506,1.0,1,8,14,16,17
232,8,3,1,STANDARD,0,1,0,0,3,1,0,15.6,0.75,0.148,0.119,0.962,0.74,0.595,0.591,0.0,10,11,14,19,24
232,8,4,2,STANDARD,2,0,3,0,3,0,0,11.6,1.25,0.449,0.292,1.293,2.245,1.46,2.427,2.0,4,5,6,21,22
232,9,1,1,STANDARD,1,1,2,0,4,1,0,10.2,0.75,0.35,0.284,1.471,1.75,1.42,1.315,1.0,6,7,8,13,17
232,9,2,2,STANDARD,2,0,1,1,4,1,1,11.2,1.75,0.315,0.27,1.339,1.575,1.35,1.506,1.0,2,10,11,14,19
232,9,3,1,STANDARD,2,1,3,0,3,0,0,8.8,1.25,0.552,0.378,1.705,2.76,1.89,2.427,2.0,3,4,5,11,21
232,9,4,2,STANDARD,0,0,0,0,2,0,0,18.8,1,0.036,0.013,0.798,0.18,0.065,0.098,0.0,14,17,19,22,22
232,10,1,1,STANDARD,0,1,1,0,4,1,0,14.4,0.75,0.249,0.21,1.042,1.245,1.05,0.591,1.0,4,8,14,22,24
232,10,2,2,STANDARD,0,0,1,0,3,0,0,13.4,0,0.266,0.135,1.119,1.33,0.675,0.098,0.0,6,11,11,17,22
232,10,3,1,STANDARD,4,1,2,1,3,1,1,10.2,1.75,0.496,0.397,1.471,2.48,1.985,2.23,2.0,1,5,8,16,21
232,10,4,2,STANDARD,1,0,1,0,3,0,0,13.2,0,0.261,0.145,1.136,1.305,0.725,0.098,0.0,3,13,14,17,19
232,11,1,1,STANDARD,0,1,0,0,3,1,0,17.0,0.75,0.12,0.113,0.882,0.6,0.565,0.591,0.0,8,17,17,19,24
232,11,2,2,STANDARD,0,0,1,0,4,1,0,11.6,0.75,0.239,0.19,1.293,1.195,0.95,0.591,0.0,7,10,13,14,14
232,11,3,1,STANDARD,2,1,2,0,3,0,0,12.6,0,0.367,0.225,1.19,1.835,1.125,1.315,1.0,3,6,11,21,22
232,11,4,2,STANDARD,3,0,3,1,2,1,1,8.2,4.0,0.712,0.471,1.829,3.56,2.355,3.343,3.0,2,4,5,8,22
232,12,1,1,STANDARD,0,1,0,0,3,0,1,19.4,0,0.057,0.031,0.773,0.285,0.155,0.098,0.0,11,19,21,22,24
232,12,2,2,STANDARD,0,0,1,0,3,0,0,13.2,0,0.236,0.114,1.136,1.18,0.57,0.098,0.0,7,11,14,17,17
232,12,3,1,STANDARD,4,1,4,1,2,1,0,4.6,4.0,0.927,0.625,3.261,4.635,3.125,3.343,5.0,1,3,5,6,8
232,12,4,2,STANDARD,1,0,1,1,4,2,0,11.6,1.75,0.347,0.345,1.293,1.735,1.725,1.506,1.0,2,8,10,16,22
232,13,1,1,STANDARD,0,1,1,0,3,0,0,13.8,0,0.218,0.108,1.087,1.09,0.54,0.098,0.0,6,13,14,17,19
232,13,2,2,STANDARD,4,0,3,2,3,1,1,7.8,3.0,0.692,0.581,1.923,3.46,2.905,3.343,3.0,1,2,4,10,22
232,13,3,1,STANDARD,1,1,1,0,3,1,0,12.6,0.75,0.355,0.251,1.19,1.775,1.255,0.591,1.0,3,8,11,17,24
232,13,4,2,STANDARD,0,0,0,0,3,0,0,18.4,0,0.041,0.015,0.815,0.205,0.075,0.098,0.0,14,16,19,21,22
232,14,1,1,STANDARD,0,1,1,0,4,1,0,15.2,0.75,0.196,0.184,0.987,0.98,0.92,0.591,0.0,4,10,19,21,22
232,14,2,2,STANDARD,1,0,2,1,4,0,0,13.4,1,0.325,0.249,1.119,1.625,1.245,1.736,1.0,2,5,14,22,24
232,14,3,1,STANDARD,3,1,1,1,3,2,1,9.0,1.75,0.512,0.436,1.667,2.56,2.18,1.506,3.0,1,8,8,11,17
232,14,4,2,STANDARD,1,0,2,0,4,0,0,10.8,0,0.299,0.197,1.389,1.495,0.985,1.315,1.0,6,7,11,14,16
233,1,1,1,STANDARD,3,1,2,1,3,2,0,8.8,1.75,0.567,0.458,1.705,2.835,2.29,2.23,3.0,2,4,8,8,22
233,1,2,2,STANDARD,1,0,2,1,4,0,1,11.0,1,0.41,0.337,1.364,2.05,1.685,1.736,2.0,1,3,13,19,19
233,1,3,1,STANDARD,1,1,0,0,3,1,0,15.6,0.75,0.146,0.118,0.962,0.73,0.59,0.591,0.0,10,11,14,21,22
233,1,4,2,STANDARD,0,0,2,0,4,0,0,11.8,0,0.265,0.177,1.271,1.325,0.885,1.315,0.0,5,7,14,16,17
233,2,1,1,STANDARD,1,1,2,0,3,0,0,11.4,0,0.399,0.241,1.316,1.995,1.205,1.315,1.0,3,6,11,13,24
233,2,2,2,STANDARD,2,0,1,0,4,3,0,9.4,0.75,0.39,0.382,1.596,1.95,1.91,1.153,2.0,5,8,8,10,16
233,2,3,1,STANDARD,1,1,3,1,3,0,1,9.2,2.25,0.548,0.352,1.63,2.74,1.76,2.849,2.0,2,4,7,11,22
233,2,4,2,STANDARD,1,0,1,1,4,0,0,14.4,1,0.236,0.213,1.042,1.18,1.065,0.519,1.0,1,14,17,19,21
233,3,1,1,STANDARD,1,1,1,1,4,1,0,11.8,1.75,0.312,0.269,1.271,1.56,1.345,1.506,1.0,2,10,11,14,22
233,3,2,2,STANDARD,2,0,1,0,4,2,0,11.6,0.75,0.334,0.309,1.293,1.67,1.545,1.153,1.0,4,8,8,17,21
233,3,3,1,STANDARD,2,1,3,1,3,0,0,8.4,2.25,0.58,0.411,1.786,2.9,2.055,2.849,3.0,1,5,6,11,19
233,3,4,2,STANDARD,0,0,2,0,4,0,1,14.0,0,0.263,0.199,1.071,1.315,0.995,1.315,1.0,3,7,17,19,24
233,4,1,1,STANDARD,5,1,2,2,2,1,1,9.4,2.75,0.651,0.509,1.596,3.255,2.545,2.23,3.0,1,2,8,17,19
233,4,2,2,STANDARD,0,0,1,0,3,0,0,15.6,0,0.227,0.119,0.962,1.135,0.595,0.098,0.0,5,11,16,22,24
233,4,3,1,STANDARD,0,1,0,0,3,0,0,18.0,0,0.053,0.018,0.833,0.265,0.09,0.098,0.0,14,14,19,21,22
233,4,4,2,STANDARD,0,0,2,0,4,0,0,10.2,0,0.339,0.221,1.471,1.695,1.105,1.315,1.0,4,6,11,13,17
233,5,1,1,STANDARD,2,1,2,1,3,1,0,7.8,1.75,0.587,0.451,1.923,2.935,2.255,2.23,3.0,1,3,8,11,16
233,5,2,2,STANDARD,1,0,1,1,4,0,1,14.0,1,0.214,0.175,1.071,1.07,0.875,0.519,1.0,2,13,17,19,19
233,5,3,1,STANDARD,2,1,2,0,3,1,0,12.6,0.75,0.363,0.262,1.19,1.815,1.31,1.315,1.0,4,6,10,21,22
233,5,4,2,STANDARD,0,0,1,0,4,0,0,15.8,0,0.16,0.104,0.949,0.8,0.52,0.098,0.0,5,14,14,22,24
233,6,1,1,STANDARD,1,1,1,0,4,0,0,14.2,0,0.169,0.105,1.056,0.845,0.525,0.098,0.0,5,14,14,17,21
233,6,2,2,STANDARD,2,0,2,1,3,1,0,8.6,1.75,0.503,0.366,1.744,2.515,1.83,2.23,2.0,2,6,8,11,16
233,6,3,1,STANDARD,0,1,2,0,3,0,1,14.6,0,0.305,0.197,1.027,1.525,0.985,1.315,1.0,3,7,19,22,22
233,6,4,2,STANDARD,2,0,2,1,4,2,0,8.0,1.75,0.525,0.486,1.875,2.625,2.43,2.23,3.0,1,4,8,10,17
233,7,1,1,STANDARD,1,1,2,0,3,0,0,11.2,0,0.351,0.204,1.339,1.755,1.02,1.315,1.0,5,6,11,17,17
233,7,2,2,STANDARD,3,0,3,2,3,0,0,9.6,2.25,0.59,0.481,1.562,2.95,2.405,2.849,3.0,1,2,7,16,22
233,7,3,1,STANDARD,1,1,0,0,3,2,0,14.4,0.75,0.254,0.237,1.042,1.27,1.185,1.153,1.0,8,8,11,21,24
233,7,4,2,STANDARD,0,0,1,0,4,0,1,14.4,0,0.185,0.123,1.042,0.925,0.615,0.098,0.0,4,13,14,19,22
233,8,1,1,STANDARD,3,1,3,1,3,0,1,10.2,2.25,0.52,0.367,1.471,2.6,1.835,2.849,2.0,1,5,7,17,21
233,8,2,2,STANDARD,0,0,1,1,3,1,0,13.0,1.75,0.371,0.284,1.154,1.855,1.42,1.506,1.0,2,8,11,22,22
233,8,3,1,STANDARD,1,1,1,0,3,1,0,12.4,0.75,0.277,0.189,1.21,1.385,0.945,0.591,0.0,6,10,13,14,19
233,8,4,2,STANDARD,1,0,1,0,3,0,0,15.2,0,0.233,0.131,0.987,1.165,0.655,0.098,0.0,3,14,16,19,24
233,9,1,1,STANDARD,0,1,1,0,4,0,0,15.0,0,0.169,0.118,1.0,0.845,0.59,0.098,0.0,4,13,17,19,22
233,9,2,2,STANDARD,0,0,0,0,3,1,1,18.2,0.75,0.079,0.09,0.824,0.395,0.45,0.591,0.0,10,17,19,21,24
233,9,3,1,STANDARD,2,1,1,0,3,2,0,9.2,0.75,0.439,0.328,1.63,2.195,1.64,1.153,2.0,5,8,8,11,14
233,9,4,2,STANDARD,3,0,2,1,3,0,0,9.8,1,0.427,0.269,1.531,2.135,1.345,1.736,1.0,2,6,11,14,16
233,10,1,1,STANDARD,1,1,2,0,3,1,0,10.2,0.75,0.459,0.325,1.471,2.295,1.625,1.315,2.0,3,5,8,13,22
233,10,2,2,STANDARD,2,0,3,1,3,0,0,8.8,2.25,0.534,0.378,1.705,2.67,1.89,2.849,2.0,1,6,7,14,16
233,10,3,1,STANDARD,1,1,1,0,3,1,1,13.0,0.75,0.299,0.208,1.154,1.495,1.04,0.591,1.0,4,10,11,19,21
233,10,4,2,STANDARD,1,0,1,1,3,1,0,14.6,1.75,0.325,0.262,1.027,1.625,1.31,1.506,1.0,2,8,17,22,24
233,11,1,1,STANDARD,1,1,2,0,4,0,0,12.6,0,0.312,0.221,1.19,1.56,1.105,1.315,1.0,4,5,11,21,22
233,11,2,2,STANDARD,2,0,2,1,2,0,0,12.4,2,0.488,0.29,1.21,2.44,1.45,1.736,2.0,1,6,14,19,22
233,11,3,1,STANDARD,0,1,0,0,2,1,0,16.4,1.75,0.115,0.107,0.915,0.575,0.535,0.591,0.0,10,13,16,19,24
233,11,4,2,STANDARD,2,0,2,1,3,0,1,10.6,1,0.429,0.317,1.415,2.145,1.585,1.736,2.0,2,3,14,17,17
233,12,1,1,STANDARD,5,1,2,1,3,2,1,6.4,1.75,0.641,0.539,2.344,3.205,2.695,2.23,4.0,2,3,8,8,11
233,12,2,2,STANDARD,0,0,1,0,3,0,0,15.2,0,0.198,0.105,0.987,0.99,0.525,0.098,0.0,4,17,17,19,19
233,12,3,1,STANDARD,0,1,2,0,2,1,0,10.2,1.75,0.472,0.267,1.471,2.36,1.335,1.315,1.0,5,7,10,13,16
233,12,4,2,STANDARD,0,0,0,0,3,0,0,20.6,0,0.025,0.012,0.728,0.125,0.06,0.098,0.0,14,21,22,22,24
234,1,1,1,STANDARD,4,1,4,1,2,1,0,5.4,4.0,0.846,0.551,2.778,4.23,2.755,3.343,4.0,2,3,5,7,10
234,1,2,2,STANDARD,1,0,3,1,3,0,1,10.0,2.25,0.549,0.38,1.5,2.745,1.9,2.849,2.0,1,4,6,17,22
234,1,3,1,STANDARD,0,1,0,0,3,0,0,16.8,0,0.073,0.03,0.893,0.365,0.15,0.098,0.0,13,14,16,19,22
234,1,4,2,STANDARD,0,0,0,0,3,0,0,17.4,0,0.087,0.038,0.862,0.435,0.19,0.098,0.0,11,14,17,21,24
234,2,1,1,STANDARD,1,1,2,1,3,0,0,12.2,1,0.4,0.26,1.23,2.0,1.3,1.736,1.0,2,4,14,17,24
234,2,2,2,STANDARD,2,0,2,1,4,0,0,10.4,1,0.412,0.321,1.442,2.06,1.605,1.736,2.0,1,5,11,14,21
234,2,3,1,STANDARD,1,1,1,0,4,1,1,13.6,0.75,0.224,0.206,1.103,1.12,1.03,0.591,1.0,3,10,17,19,19
234,2,4,2,STANDARD,1,0,2,0,4,1,0,11.2,0.75,0.342,0.282,1.339,1.71,1.41,1.315,1.0,6,7,8,13,22
234,3,1,1,STANDARD,1,1,2,0,3,1,0,11.6,0.75,0.413,0.32,1.293,2.065,1.6,1.315,2.0,3,4,10,19,22
234,3,2,2,STANDARD,0,0,0,0,2,1,0,17.2,1.75,0.128,0.116,0.872,0.64,0.58,0.591,0.0,8,14,19,21,24
234,3,3,1,STANDARD,1,1,1,0,4,1,0,14.0,0.75,0.212,0.188,1.071,1.06,0.94,0.591,0.0,7,8,16,17,22
234,3,4,2,STANDARD,3,0,3,1,3,0,1,8.0,2.25,0.585,0.411,1.875,2.925,2.055,2.849,3.0,1,5,6,11,17
234,4,1,1,STANDARD,1,1,1,1,3,1,1,13.0,1.75,0.367,0.31,1.154,1.835,1.55,1.506,1.0,1,8,17,17,22
234,4,2,2,STANDARD,1,0,2,1,3,0,0,13.2,1,0.392,0.259,1.136,1.96,1.295,1.736,1.0,2,4,14,22,24
234,4,3,1,STANDARD,3,1,3,0,2,1,0,8.0,3.0,0.635,0.387,1.875,3.175,1.935,2.427,3.0,3,5,6,10,16
234,4,4,2,STANDARD,0,0,1,0,4,1,0,13.8,0.75,0.219,0.191,1.087,1.095,0.955,0.591,0.0,7,8,14,19,21
234,5,1,1,STANDARD,1,1,1,0,4,1,0,10.6,0.75,0.301,0.23,1.415,1.505,1.15,0.591,1.0,7,8,11,13,14
234,5,2,2,STANDARD,0,0,1,0,4,1,1,12.6,0.75,0.276,0.232,1.19,1.38,1.16,0.591,1.0,3,8,14,17,21
234,5,3,1,STANDARD,4,1,3,2,3,1,0,7.4,3.0,0.676,0.572,2.027,3.38,2.86,3.343,3.0,1,2,5,10,19
234,5,4,2,STANDARD,0,0,2,0,4,0,0,13.0,0,0.266,0.184,1.154,1.33,0.92,1.315,1.0,4,6,16,17,22
234,6,1,1,STANDARD,2,1,2,0,3,1,0,10.6,0.75,0.416,0.286,1.415,2.08,1.43,1.315,1.0,4,6,10,11,22
234,6,2,2,STANDARD,0,0,1,0,4,1,0,14.0,0.75,0.268,0.231,1.071,1.34,1.155,0.591,1.0,3,8,14,21,24
234,6,3,1,STANDARD,3,1,3,1,3,0,1,7.6,2.25,0.563,0.357,1.974,2.815,1.785,2.849,2.0,2,5,7,11,13
234,6,4,2,STANDARD,0,0,0,0,2,1,0,16.0,1.75,0.136,0.117,0.938,0.68,0.585,0.591,0.0,8,14,17,19,22
234,7,1,1,STANDARD,4,1,3,1,3,1,0,7.8,3.0,0.677,0.509,1.923,3.385,2.545,3.343,3.0,1,3,5,8,22
234,7,2,2,STANDARD,0,0,1,0,4,0,0,12.8,0,0.19,0.114,1.172,0.95,0.57,0.098,0.0,6,13,14,14,17
234,7,3,1,STANDARD,0,1,1,0,4,1,0,14.8,0.75,0.174,0.166,1.014,0.87,0.83,0.591,0.0,7,10,16,19,22
234,7,4,2,STANDARD,1,0,0,0,3,1,1,15.2,0.75,0.166,0.135,0.987,0.83,0.675,0.591,0.0,8,11,17,19,21
235,1,1,1,STANDARD,3,1,3,2,2,0,0,7.6,3.25,0.725,0.501,1.974,3.625,2.505,2.849,3.0,1,2,6,13,16
235,1,2,2,STANDARD,0,0,0,0,3,0,1,18.0,0,0.081,0.037,0.833,0.405,0.185,0.098,0.0,11,14,19,22,24
235,1,3,1,STANDARD,1,1,3,0,3,0,0,9.8,1.25,0.47,0.285,1.531,2.35,1.425,2.427,2.0,3,5,7,17,17
235,1,4,2,STANDARD,1,0,0,0,3,2,0,14.6,0.75,0.194,0.197,1.027,0.97,0.985,1.153,0.0,8,10,14,19,22
235,2,1,1,STANDARD,1,1,1,0,3,2,0,10.4,0.75,0.393,0.314,1.442,1.965,1.57,1.153,1.0,3,8,10,14,17
235,2,2,2,STANDARD,1,0,2,1,3,0,0,10.4,1,0.411,0.265,1.442,2.055,1.325,1.736,1.0,2,6,11,16,17
235,2,3,1,STANDARD,3,1,3,1,2,0,1,9.4,3.25,0.678,0.432,1.596,3.39,2.16,2.849,3.0,1,4,5,13,24
235,2,4,2,STANDARD,0,0,0,0,2,1,0,15.4,1.75,0.178,0.139,0.974,0.89,0.695,0.591,0.0,8,11,14,22,22
235,3,1,1,STANDARD,2,1,2,0,3,0,0,12.4,0,0.346,0.208,1.21,1.73,1.04,1.315,1.0,3,6,14,17,22
235,3,2,2,STANDARD,1,0,1,0,3,1,0,13.6,0.75,0.265,0.185,1.103,1.325,0.925,0.591,0.0,7,10,13,14,24
235,3,3,1,STANDARD,2,1,2,1,3,0,0,12.2,1,0.372,0.247,1.23,1.86,1.235,1.736,1.0,2,5,16,17,21
235,3,4,2,STANDARD,0,0,0,0,2,2,1,13.6,1.75,0.257,0.236,1.103,1.285,1.18,1.153,1.0,8,8,11,19,22
235,4,1,1,STANDARD,1,1,1,0,4,1,1,12.2,0.75,0.269,0.222,1.23,1.345,1.11,0.591,1.0,4,8,13,17,19
235,4,2,2,STANDARD,0,0,2,0,3,0,0,14.4,0,0.272,0.167,1.042,1.36,0.835,1.315,1.0,6,7,16,21,22
235,4,3,1,STANDARD,1,1,0,0,3,1,0,12.6,0.75,0.207,0.144,1.19,1.035,0.72,0.591,0.0,10,11,11,14,17
235,4,4,2,STANDARD,3,0,3,1,3,0,0,10.6,2.25,0.547,0.395,1.415,2.735,1.975,2.849,2.0,2,3,5,19,24
235,5,1,1,STANDARD,3,1,3,0,3,1,0,9.2,2.0,0.533,0.384,1.63,2.665,1.92,2.427,2.0,3,5,6,10,22
235,5,2,2,STANDARD,0,0,1,1,3,2,1,9.2,1.75,0.479,0.389,1.63,2.395,1.945,1.506,2.0,2,8,8,11,17
235,5,3,1,STANDARD,2,1,1,1,3,0,0,14.4,1,0.31,0.23,1.042,1.55,1.15,0.519,1.0,1,11,19,19,22
235,5,4,2,STANDARD,0,0,1,0,4,0,0,14.6,0,0.182,0.115,1.027,0.91,0.575,0.098,0.0,4,14,14,17,24
235,6,1,1,STANDARD,4,1,3,2,3,1,0,7.4,3.0,0.725,0.602,2.027,3.625,3.01,3.343,4.0,1,2,4,8,22
235,6,2,2,STANDARD,1,0,0,0,2,1,0,13.6,1.75,0.197,0.151,1.103,0.985,0.755,0.591,0.0,8,11,13,17,19
235,6,3,1,STANDARD,0,1,2,0,3,0,1,10.6,0,0.394,0.231,1.415,1.97,1.155,1.315,1.0,3,6,11,14,19
235,6,4,2,STANDARD,0,0,1,0,3,1,0,14.8,0.75,0.253,0.18,1.014,1.265,0.9,0.591,0.0,5,10,14,21,24
235,7,1,1,STANDARD,1,1,2,0,2,1,0,11.6,1.75,0.501,0.3,1.293,2.505,1.5,1.315,2.0,4,5,8,19,22
235,7,2,2,STANDARD,2,0,2,0,3,0,0,11.0,0,0.392,0.231,1.364,1.96,1.155,1.315,1.0,3,6,11,14,21
235,7,3,1,STANDARD,1,1,1,1,4,1,0,13.0,1.75,0.324,0.312,1.154,1.62,1.56,1.506,1.0,1,10,11,19,24
235,7,4,2,STANDARD,1,0,1,1,3,1,1,12.6,1.75,0.35,0.267,1.19,1.75,1.335,1.506,1.0,2,8,14,17,22
235,8,1,1,STANDARD,1,1,3,1,3,0,1,8.0,2.25,0.547,0.359,1.875,2.735,1.795,2.849,2.0,2,5,6,13,14
235,8,2,2,STANDARD,3,0,3,1,3,0,0,9.0,2.25,0.566,0.398,1.667,2.83,1.99,2.849,2.0,1,3,7,17,17
235,8,3,1,STANDARD,1,1,0,0,3,1,0,15.8,0.75,0.178,0.139,0.949,0.89,0.695,0.591,0.0,8,11,14,22,24
235,8,4,2,STANDARD,0,0,1,0,3,1,0,11.6,0.75,0.344,0.232,1.293,1.72,1.16,0.591,1.0,4,8,11,16,19
235,9,1,1,STANDARD,1,1,0,0,2,1,0,15.8,1.75,0.163,0.135,0.949,0.815,0.675,0.591,0.0,8,11,17,21,22
235,9,2,2,STANDARD,1,0,1,0,4,2,1,10.4,0.75,0.315,0.287,1.442,1.575,1.435,1.153,1.0,7,8,10,13,14
235,9,3,1,STANDARD,3,1,3,1,3,0,0,9.0,2.25,0.577,0.403,1.667,2.885,2.015,2.849,3.0,1,3,6,16,19
235,9,4,2,STANDARD,0,0,1,0,2,0,0,13.2,1,0.34,0.124,1.136,1.7,0.62,0.098,0.0,5,11,14,17,19
235,10,1,1,STANDARD,2,1,1,0,4,1,0,13.0,0.75,0.241,0.205,1.154,1.205,1.025,0.591,0.0,6,8,13,17,21
235,10,2,2,STANDARD,3,0,3,2,3,0,0,8.4,2.25,0.675,0.608,1.786,3.375,3.04,2.849,3.0,1,2,3,14,22
235,10,3,1,STANDARD,0,1,0,0,3,1,1,14.2,0.75,0.156,0.12,1.056,0.78,0.6,0.591,0.0,10,11,14,17,19
235,10,4,2,STANDARD,0,0,1,0,4,1,0,14.8,0.75,0.206,0.188,1.014,1.03,0.94,0.591,0.0,7,8,16,19,24
235,11,1,1,STANDARD,0,1,0,0,3,0,0,17.6,0,0.087,0.038,0.852,0.435,0.19,0.098,0.0,11,14,17,22,24
235,11,2,2,STANDARD,3,0,3,2,3,0,0,7.6,2.25,0.647,0.506,1.974,3.235,2.53,2.849,3.0,1,2,5,13,17
235,11,3,1,STANDARD,1,1,1,0,4,2,0,11.4,0.75,0.338,0.31,1.316,1.69,1.55,1.153,1.0,4,8,8,16,21
235,11,4,2,STANDARD,1,0,2,0,3,1,1,10.6,0.75,0.396,0.285,1.415,1.98,1.425,1.315,1.0,3,7,10,14,19
235,12,1,1,STANDARD,0,1,2,0,3,0,1,14.4,0,0.276,0.167,1.042,1.38,0.835,1.315,1.0,5,7,19,19,22
235,12,2,2,STANDARD,2,0,0,0,3,3,0,12.4,0.75,0.291,0.3,1.21,1.455,1.5,1.153,2.0,8,8,10,14,22
235,12,3,1,STANDARD,2,1,2,1,3,0,0,10.6,1,0.407,0.263,1.415,2.035,1.315,1.736,1.0,2,6,11,17,17
235,12,4,2,STANDARD,1,0,2,0,4,0,0,11.2,0,0.371,0.268,1.339,1.855,1.34,1.315,1.0,3,4,11,14,24
235,13,1,1,STANDARD,2,1,3,0,3,0,0,11.6,1.25,0.456,0.283,1.293,2.28,1.415,2.427,2.0,3,5,7,19,24
235,13,2,2,STANDARD,0,0,0,0,3,1,1,17.8,0.75,0.079,0.09,0.843,0.395,0.45,0.591,0.0,10,17,19,21,22
235,13,3,1,STANDARD,2,1,2,1,2,1,0,7.6,2.75,0.668,0.433,1.974,3.34,2.165,2.23,3.0,1,4,8,11,14
235,13,4,2,STANDARD,1,0,2,1,3,0,0,9.8,1,0.427,0.269,1.531,2.135,1.345,1.736,1.0,2,6,11,14,16
236,1,1,1,STANDARD,0,0,1,0,4,0,0,11.0,0,0.264,0.155,1.364,1.32,0.775,0.098,0.0,6,11,11,13,14
236,1,2,2,STANDARD,2,1,2,1,3,1,1,13.0,1.75,0.393,0.314,1.154,1.965,1.57,2.23,2.0,2,7,10,22,24
236,1,3,1,STANDARD,1,0,1,1,3,1,0,12.2,1.75,0.38,0.315,1.23,1.9,1.575,1.506,1.0,1,8,14,19,19
236,1,4,2,STANDARD,2,1,2,0,3,1,0,10.8,0.75,0.451,0.342,1.389,2.255,1.71,1.315,2.0,3,4,8,17,22
236,2,1,1,STANDARD,0,0,1,0,3,1,0,13.0,0.75,0.299,0.205,1.154,1.495,1.025,0.591,1.0,4,10,13,14,24
236,2,2,2,STANDARD,1,1,2,0,3,0,0,12.0,0,0.338,0.205,1.25,1.69,1.025,1.315,1.0,3,7,14,17,19
236,2,3,1,STANDARD,0,0,0,0,3,1,1,15.2,0.75,0.166,0.135,0.987,0.83,0.675,0.591,0.0,8,11,17,19,21
